,precision,recall,f1-score,support
Cardio,0.5,0.3333333333333333,0.4,18.0
HIIT,0.16666666666666666,0.2,0.18181818181818182,5.0
Strength,0.8571428571428571,0.42857142857142855,0.5714285714285714,14.0
Yoga,0.07142857142857142,0.5,0.125,2.0
accuracy,0.358974358974359,0.358974358974359,0.358974358974359,0.358974358974359
macro avg,0.3988095238095238,0.36547619047619045,0.3195616883116883,39.0
weighted avg,0.5634920634920635,0.358974358974359,0.4194638694638695,39.0
