,precision,recall,f1-score,support
Cardio,0.23376623376623376,0.2608695652173913,0.2465753424657534,69.0
HIIT,0.07575757575757576,0.15625,0.10204081632653061,32.0
Strength,0.5844155844155844,0.24725274725274726,0.3474903474903475,182.0
Yoga,0.0,0.0,0.0,9.0
accuracy,0.2328767123287671,0.2328767123287671,0.2328767123287671,0.2328767123287671
macro avg,0.22348484848484848,0.16609307811753465,0.17402662657065787,292.0
weighted avg,0.42780050999229086,0.2328767123287671,0.28603509587612747,292.0
