,precision,recall,f1-score,support
2,0.0,0.0,0.0,1.0
3,0.6,0.7058823529411765,0.6486486486486487,17.0
4,0.9090909090909091,0.47619047619047616,0.625,21.0
5,0.0,0.0,0.0,0.0
accuracy,0.5641025641025641,0.5641025641025641,0.5641025641025641,0.5641025641025641
macro avg,0.37727272727272726,0.29551820728291317,0.31841216216216217,39.0
weighted avg,0.751048951048951,0.5641025641025641,0.6192827442827443,39.0
