,precision,recall,f1-score,support
2,0.559322033898305,0.5,0.528,66.0
3,0.41818181818181815,0.4423076923076923,0.42990654205607476,104.0
4,0.5108695652173914,0.4895833333333333,0.5,96.0
5,0.41935483870967744,0.5,0.45614035087719296,26.0
accuracy,0.476027397260274,0.476027397260274,0.476027397260274,0.476027397260274
macro avg,0.476932064001798,0.4829727564102564,0.4785117232333169,292.0
weighted avg,0.48066050477917255,0.476027397260274,0.47745866265972187,292.0
