,precision,recall,f1-score,support
2,0.7288135593220338,0.5180722891566265,0.6056338028169014,83.0
3,0.4,0.4536082474226804,0.4251207729468599,97.0
4,0.45652173913043476,0.4827586206896552,0.4692737430167598,87.0
5,0.3870967741935484,0.48,0.42857142857142855,25.0
accuracy,0.4828767123287671,0.4828767123287671,0.4828767123287671,0.4828767123287671
macro avg,0.4931080181615043,0.4836097893172405,0.4821499368379874,292.0
weighted avg,0.5091997811058745,0.4828767123287671,0.4898815820766851,292.0
