,Métrica,Valor
0,Mean Absolute Error (MAE),2.15566911617247
1,Mean Squared Error (MSE),7.41498052890542
2,Root Mean Squared Error (RMSE),2.7230461855990287
3,R² Score,0.27941434430110035
4,Explained Variance,0.2812972678737642
