,Métrica,Valor
0,Mean Absolute Error (MAE),2.0458128375803084
1,Mean Squared Error (MSE),6.960835609128789
2,Root Mean Squared Error (RMSE),2.6383395553129225
3,R² Score,0.3235480157954307
4,Explained Variance,0.3235546980652234
