,Métrica,Valor
0,Mean Absolute Error (MAE),2.682903733118697
1,Mean Squared Error (MSE),10.508046593609741
2,Root Mean Squared Error (RMSE),3.2416117277690337
3,R² Score,-0.02116891814530697
4,Explained Variance,0.03572927144912397
