,Métrica,Valor
0,Mean Absolute Error (MAE),2.003415186410646
1,Mean Squared Error (MSE),6.873722646287306
2,Root Mean Squared Error (RMSE),2.6217785273144845
3,R² Score,0.33201362824097946
4,Explained Variance,0.33857348717393676
