,Métrica,Valor
0,Mean Absolute Error (MAE),2.6674478689708083
1,Mean Squared Error (MSE),10.4604327091334
2,Root Mean Squared Error (RMSE),3.234259221078824
3,R² Score,-0.016541814671197086
4,Explained Variance,0.0496384738513298
