,Métrica,Valor
0,Mean Absolute Error (MAE),2.0236849056299264
1,Mean Squared Error (MSE),6.865903915828965
2,Root Mean Squared Error (RMSE),2.6202869911192868
3,R² Score,0.3327734501976378
4,Explained Variance,0.3329922890319901
