,Métrica,Valor
0,Mean Absolute Error (MAE),45.45237956855819
1,Mean Squared Error (MSE),3394.3643275065997
2,Root Mean Squared Error (RMSE),58.26117341340286
3,R² Score,0.017648443011910597
4,Explained Variance,0.020499358355542285
