,Métrica,Valor
0,Mean Absolute Error (MAE),36.81634751871299
1,Mean Squared Error (MSE),2643.741396168339
2,Root Mean Squared Error (RMSE),51.417325836417625
3,R² Score,0.23488369950329568
4,Explained Variance,0.23489629829489378
