,Métrica,Valor
0,Mean Absolute Error (MAE),66.23749483340154
1,Mean Squared Error (MSE),6884.161317474475
2,Root Mean Squared Error (RMSE),82.97084618993875
3,R² Score,-0.9923219596600827
4,Explained Variance,-0.11766933745223218
