,Métrica,Valor
0,Mean Absolute Error (MAE),1.1346287300485776
1,Mean Squared Error (MSE),2.652286291085736
2,Root Mean Squared Error (RMSE),1.6285841369378913
3,R² Score,0.5517390593298901
4,Explained Variance,0.5543092029447974
