,Métrica,Valor
0,Mean Absolute Error (MAE),1.141362736782584
1,Mean Squared Error (MSE),2.6081331858041565
2,Root Mean Squared Error (RMSE),1.6149715743022093
3,R² Score,0.5681523334107381
4,Explained Variance,0.5689500225617793
