,Métrica,Valor
0,Mean Absolute Error (MAE),1.1522983523100383
1,Mean Squared Error (MSE),2.9038234337063535
2,Root Mean Squared Error (RMSE),1.7040608656108365
3,R² Score,0.587136688518897
4,Explained Variance,0.5886897742188919
