,Métrica,Valor
0,Mean Absolute Error (MAE),1.2309160305343512
1,Mean Squared Error (MSE),3.7452290076335877
2,Root Mean Squared Error (RMSE),1.9352594161077186
3,R² Score,0.49311127202034355
4,Explained Variance,0.5043502177943155
