,Métrica,Valor
0,Mean Absolute Error (MAE),1.3587786259541985
1,Mean Squared Error (MSE),4.288167938931298
2,Root Mean Squared Error (RMSE),2.0707892067835627
3,R² Score,0.4538000215246104
4,Explained Variance,0.4607045969887812
