,Métrica,Valor
0,Mean Absolute Error (MAE),1.1259541984732824
1,Mean Squared Error (MSE),3.1927480916030535
2,Root Mean Squared Error (RMSE),1.7868262622882656
3,R² Score,0.5388226629491294
4,Explained Variance,0.5393613551475617
