,Métrica,Valor
0,Mean Absolute Error (MAE),1.1716284987277354
1,Mean Squared Error (MSE),2.776407737253793
2,Root Mean Squared Error (RMSE),1.6662556038176715
3,R² Score,0.5410824343703386
4,Explained Variance,0.5422703604635436
