,Métrica,Valor
0,Mean Absolute Error (MAE),1.7476145038167938
1,Mean Squared Error (MSE),5.446028148854962
2,Root Mean Squared Error (RMSE),2.3336726738887275
3,R² Score,-0.33634786766202907
4,Explained Variance,-0.32849334816452846
