,Métrica,Valor
0,Mean Absolute Error (MAE),1.4313615871367802
1,Mean Squared Error (MSE),4.403251209360374
2,Root Mean Squared Error (RMSE),2.09839252985717
3,R² Score,0.04308215390454018
4,Explained Variance,0.04921765074415718
