,Métrica,Valor
0,Mean Absolute Error (MAE),1.4529865804005608
1,Mean Squared Error (MSE),4.312557268563745
2,Root Mean Squared Error (RMSE),2.076669754333545
3,R² Score,-0.029660429239157127
4,Explained Variance,-0.0219927574997969
