,Métrica,Valor
0,Mean Absolute Error (MAE),1.1622137404580153
1,Mean Squared Error (MSE),3.4990458015267176
2,Root Mean Squared Error (RMSE),1.8705736557341754
3,R² Score,0.5380850477682737
4,Explained Variance,0.5473742714322598
