,Métrica,Valor
0,Mean Absolute Error (MAE),1.0872890442419705
1,Mean Squared Error (MSE),2.3731772133579736
2,Root Mean Squared Error (RMSE),1.540511997148342
3,R² Score,0.6361250414603117
4,Explained Variance,0.6380602750366895
