,Métrica,Valor
0,Mean Absolute Error (MAE),36.62275373756171
1,Mean Squared Error (MSE),2770.591524595238
2,Root Mean Squared Error (RMSE),52.636408735733845
3,R² Score,-2.821627266965568
4,Explained Variance,-2.74101666062872
