,Métrica,Valor
0,Mean Absolute Error (MAE),18.952181770992365
1,Mean Squared Error (MSE),1651.6804618168433
2,Root Mean Squared Error (RMSE),40.640871814182866
3,R² Score,0.034887430539264686
4,Explained Variance,0.04142128648705967
