,Métrica,Valor
0,Mean Absolute Error (MAE),36.827796238821385
1,Mean Squared Error (MSE),2724.6237014601734
2,Root Mean Squared Error (RMSE),52.197928133788736
3,R² Score,-3.1988561357693674
4,Explained Variance,-3.110407445621571
