,Métrica,Valor
0,Mean Absolute Error (MAE),19.827514389659957
1,Mean Squared Error (MSE),1699.924008731586
2,Root Mean Squared Error (RMSE),41.230134716389
3,R² Score,-0.20712306563603566
4,Explained Variance,-0.20122291237116507
