,Métrica,Valor
0,Mean Absolute Error (MAE),41.28200397055616
1,Mean Squared Error (MSE),3275.405918447434
2,Root Mean Squared Error (RMSE),57.231162127353606
3,R² Score,-4.152076160471564
4,Explained Variance,-4.067491555277939
