,Métrica,Valor
0,Mean Absolute Error (MAE),18.356972116030537
1,Mean Squared Error (MSE),1532.9797872898255
2,Root Mean Squared Error (RMSE),39.15328577897167
3,R² Score,0.02498550813752254
4,Explained Variance,0.02511256647454707
