,Métrica,Valor
0,Mean Absolute Error (MAE),19.273764648854964
1,Mean Squared Error (MSE),1918.7253772670351
2,Root Mean Squared Error (RMSE),43.80325761021702
3,R² Score,0.18359749180994966
4,Explained Variance,0.18497754285274215
