,Métrica,Valor
0,Mean Absolute Error (MAE),18.566544412171332
1,Mean Squared Error (MSE),1497.1765194585341
2,Root Mean Squared Error (RMSE),38.693365315755806
3,R² Score,0.13084631785030132
4,Explained Variance,0.13627997764022148
